0,1726.05,3208.46,3,53,3.165880738392251,789.78,31,4.290664785038718,978.52,1.0,0.013885251078075303,399.09,,,
1,2138.6,3219.24,3,0,3.155546150452688,399.09,32,4.747653411419899,1015.78,2.0,0.02373295709749714,744.90,,,
2,2900.15,3242.33,3,17,4.605754444840915,275.48,1,3.1653411570527887,744.90,3.0,0.01014159031065965,399.85,,,
3,3314.23,3251.56,2,2,3.15171938751474,399.85,4,4.652842737098735,252.26,,,,,,
4,3303.45,2985.25,3,17,3.2120840361572727,412.81,3,1.5112849882779185,252.26,5.0,4.675116734582635,777.98,,,
5,3278.83,2190.95,3,16,3.129993037392631,548.55,4,1.5335162340798343,777.98,6.0,4.651399933525219,420.48,,,
6,3257.27,1755.32,3,15,3.201058101673605,545.57,5,1.5097757665434468,420.48,7.0,4.654764877694929,390.67,,,
7,3238.8,1347.39,3,6,1.5131486785466914,390.67,14,2.9739626754592323,575.51,8.0,4.665385697652221,516.87,,,
8,3218.79,814.77,3,13,2.9850318379880774,636.86,7,1.5238338907551037,516.87,9.0,4.658034837387732,332.38,,,
9,3204.94,466.88,3,8,1.5164907694049374,332.38,12,3.0406662574526675,674.31,10.0,4.654220858621766,310.98,,,
10,3191.08,142.08,2,9,1.5125418665962977,310.98,11,3.116480977060126,735.56,,,,,,
11,2439.88,155.93,3,10,6.258107312968256,735.56,25,3.0625943135169744,681.69,12.0,1.3554638533194048,365.75,,,
12,2516.85,531.53,4,11,4.497019854932322,365.75,29,2.967270187630587,728.78,13.0,1.4129327228414632,367.77,9.0,6.182255959481347,674.31
13,2572.26,911.75,4,12,4.554500814849136,367.77,41,2.961025993130176,744.30,14.0,1.408514242964416,517.69,8.0,6.12661406043896,636.86
14,2653.85,1441.29,4,13,4.550122471609194,517.69,47,3.229943000761069,767.42,15.0,1.4027493891497884,261.97,7.0,6.11552961394985,575.51
15,2695.41,1716.83,4,14,4.544410339553314,261.97,36,3.0796284307948314,744.62,16.0,1.5246107968909992,458.83,6.0,0.05947295246320744,545.57
16,2712.35,2192.49,4,15,4.666205696405576,458.83,32,3.142545905798499,516.14,17.0,1.3540959768318686,758.47,5.0,6.271592921984803,548.55
17,2873.98,2949.85,3,16,4.495661440947394,758.47,4,0.07051249067549484,412.81,2.0,1.4641716232547475,275.48,,,
18,119.74,2467.23,3,52,1.566967795456148,686.71,19,4.722805851572227,529.42,30.0,6.279832591703797,656.96,,,
19,130.44,1921.94,3,18,1.5812009844522787,529.42,20,4.74185213026952,905.07,33.0,6.257943985391241,545.10,,,
20,162.51,1002.81,3,19,1.6002418761034658,905.07,21,4.722221902017102,534.66,26.0,5.987944882178465,533.31,,,
21,172.92,452.29,2,20,1.5805333337121605,534.66,22,6.114815949195333,259.86,,,,,,
22,441.23,411.82,3,26,1.0348029929013285,481.92,23,6.104269694970899,593.69,21.0,2.973265536033267,259.86,,,
23,1044.95,307.73,3,22,2.9626354692982564,593.69,27,1.3854470439954358,452.71,24.0,6.108732649916639,266.20,,,
24,1323.67,263.78,3,23,2.9671212717992477,266.20,28,1.363948750861894,449.66,25.0,6.134772591871218,408.03,,,
25,1744.62,205.95,3,24,2.9931894834038144,408.03,29,1.4776138973760375,434.44,11.0,6.204185336859765,681.69,,,
26,693.59,846.56,4,20,2.8463340653961238,533.31,38,0.9588832868631454,381.02,27.0,6.095577229580298,419.95,22.0,4.17637393911855,481.92
27,1126.41,769.52,4,26,2.9538880892596113,419.95,39,1.3543728429224071,367.48,28.0,6.0995679395175175,274.92,23.0,4.527030364916861,452.71
28,1414.51,721.21,4,27,2.9580148583759303,274.92,40,1.5144919777547887,372.40,29.0,6.093610624465089,356.40,24.0,4.505541679476003,449.66
29,1781.6,655.93,4,28,2.9520317678160066,356.40,41,1.452040334164985,372.70,12.0,6.108865029427003,728.78,25.0,4.619230278326493,434.44
30,794.23,2469.99,4,18,3.1382611334104467,656.96,53,1.392340026189295,707.91,31.0,5.950617346960002,539.05,33.0,4.523171227273286,548.41
31,1320.98,2293.36,4,30,2.808998746346926,539.05,32,6.15415757836801,843.86,35.0,4.574401816348718,429.61,0.0,1.1490624146537578,978.52
32,2180.02,2186.96,4,31,3.012578172724754,843.86,36,4.175063751679744,471.30,16.0,0.0009350785413216509,516.14,1.0,1.6060716709962772,1015.78
33,692.64,1912.78,4,19,3.116369102085082,545.10,43,4.572051207138134,251.48,30.0,1.3815654172389018,548.41,34.0,6.170296274419939,352.58
34,1060.3,1876.19,3,33,3.028692577066831,352.58,45,4.558042707002092,263.17,35.0,6.136546477525852,187.04,,,
35,1264.68,1851.28,4,34,2.995317336994664,187.04,46,4.2246031568866815,373.73,31.0,1.432806019844361,429.61,36.0,6.138438881553422,656.58
36,1931.07,1759.21,4,35,2.9968555134411927,656.58,15,6.221256074261976,744.62,32.0,1.0334874184305205,471.30,47.0,4.545499505489345,379.00
37,630.3,1170.52,2,38,0.024147467651341514,271.21,42,1.461901766452958,248.10,,,,,,
38,923.29,1182.81,4,37,3.16619133767235,271.21,39,6.134536644063238,263.57,26.0,4.100555151852564,381.02,44.0,1.056021989203699,223.31
39,1203.99,1145.93,4,38,2.992748126831706,263.57,48,1.2958034625974584,220.07,40.0,6.108912376419262,213.17,27.0,4.495972685718281,367.48
40,1431.41,1111.1,4,39,2.9672501645817997,213.17,49,1.411847714701402,216.65,41.0,6.0993788134299995,379.97,28.0,4.656090533487189,372.40
41,1822.75,1043.49,4,40,2.957776406131834,379.97,13,6.102616578962655,744.30,29.0,4.59362988012187,372.70,47.0,1.4097258118496814,309.00
42,653.87,1433.07,3,37,4.603537970793629,248.10,44,6.1825161203450305,367.86,43.0,1.5170714934957323,197.10,,,
43,660.18,1646.5,3,42,4.658795101325581,197.10,33,1.4304250734152624,251.48,45.0,6.139756435897582,348.51,,,
44,1039.73,1399.22,4,38,4.197674908623192,223.31,42,3.041037392792223,367.86,46.0,1.1096824592594237,91.77,48.0,6.1581871852846435,205.47
45,1022.38,1599.3,3,43,2.998120959539169,348.51,34,1.4164370712664716,263.17,46.0,5.199456189744674,100.42,,,
46,1082.69,1497.33,3,44,4.24846401734856,91.77,45,2.0614251301458903,100.42,35.0,1.0830832922056586,373.73,,,
47,1870.12,1366.83,4,41,4.551373363717887,309.00,36,1.4039654514277298,379.00,49.0,3.19118482133797,387.20,14.0,0.08834921210856725,767.42
48,1263.63,1376.28,4,44,3.0164113371157204,205.47,39,4.437444691780366,220.07,50.0,1.2410567847935705,256.92,49.0,6.08541720286815,185.68
49,1463.16,1341.54,4,51,1.2537906815083693,261.56,48,2.9436297294110125,185.68,40.0,4.553427617838592,216.65,47.0,0.04964362114104332,387.20
50,1346.71,1634.64,2,48,4.382395463899962,256.92,51,6.131549205585764,187.34,,,,,,
51,1545.69,1609.44,2,50,2.990240386796253,187.34,49,4.395181128127169,261.56,,,,,,
52,117.43,3168.44,2,53,0.01296822837904664,784.73,18,4.708537130484547,686.71,,,,,,
53,917.89,3183.83,3,52,3.1545876027594417,784.73,0,0.024254104602879273,789.78,30.0,4.533961838842999,707.91,,,
